time/input_data/output_state/rest/grip/hold/release
4,995984792709351/1,166312575340271/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1691941022872925/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1641514301300049/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1691941022872925/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,159829020500183/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1562271118164062/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1670329570770264/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1706349849700928/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1612699031829834/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1504640579223633/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1706349849700928/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1677533388137817/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1583882570266724/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1612699031829834/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1540659666061401/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1475824117660522/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1619902849197388/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1727961301803589/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1691941022872925/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1756776571273804/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1720757484436035/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,157667875289917/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1569474935531616/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1591086387634277/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1555067300796509/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1483027935028076/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1583882570266724/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1569474935531616/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1619902849197388/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1763980388641357/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1533455848693848/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1533455848693848/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1641514301300049/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1648718118667603/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1511844396591187/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1655921936035156/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1727961301803589/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1706349849700928/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1555067300796509/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,166312575340271/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1706349849700928/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1648718118667603/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1648718118667603/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1634310483932495/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1591086387634277/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1763980388641357/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1720757484436035/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1562271118164062/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1691941022872925/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1641514301300049/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1569474935531616/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,166312575340271/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1778388023376465/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1727961301803589/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1720757484436035/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1591086387634277/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1670329570770264/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1627106666564941/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,159829020500183/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1677533388137817/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1634310483932495/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1756776571273804/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1627106666564941/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1511844396591187/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1526252031326294/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1504640579223633/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1526252031326294/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1742368936538696/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1677533388137817/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,157667875289917/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1691941022872925/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1800000667572021/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1670329570770264/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1547863483428955/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,168473720550537/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1648718118667603/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1583882570266724/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1800000667572021/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1771184206008911/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,168473720550537/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1800000667572021/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1771184206008911/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1641514301300049/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,159829020500183/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1691941022872925/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1735165119171143/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1619902849197388/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1800000667572021/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1655921936035156/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1735165119171143/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1720757484436035/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1670329570770264/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,159829020500183/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1720757484436035/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1591086387634277/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1569474935531616/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1583882570266724/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1641514301300049/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1547863483428955/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1511844396591187/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,159829020500183/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1547863483428955/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1619902849197388/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1655921936035156/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,157667875289917/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1533455848693848/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1555067300796509/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,159829020500183/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1461416482925415/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1562271118164062/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1511844396591187/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,14326012134552/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,157667875289917/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,166312575340271/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1569474935531616/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,166312575340271/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1627106666564941/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1612699031829834/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1627106666564941/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1727961301803589/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,157667875289917/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1641514301300049/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1800000667572021/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1763980388641357/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,160549521446228/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1785591840744019/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1641514301300049/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1634310483932495/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,192246675491333/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,183601975440979/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1648718118667603/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1763980388641357/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,1821612119674683/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,166312575340271/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
4,995984792709351/1,174957275390625/2/0,25145673751831055/0,2685075104236603/0,3189927935600281/0,1610429286956787
